x,y,z,id
606,87,426,1
607,87,426,1
608,87,426,1
609,88,426,1
610,88,426,1
611,88,426,1
612,88,426,1
613,88,426,1
614,88,426,1
615,88,426,1
616,88,426,1
617,88,426,1
618,88,426,1
619,88,426,1
620,89,426,1
621,89,426,1
622,89,426,1
623,89,426,1
624,89,426,1
625,89,426,1
626,89,426,1
627,89,426,1
628,89,426,1
629,89,426,1
630,89,426,1
631,89,426,1
632,89,426,1
633,89,426,1
634,89,426,1
635,90,426,1
636,90,426,1
637,90,426,1
638,90,426,1
639,90,426,1
640,90,426,1
641,90,426,1
642,90,426,1
643,90,426,1
644,90,426,1
645,90,426,1
646,90,426,1
647,90,426,1
648,90,426,1
649,90,426,1
650,90,426,1
651,90,426,1
652,90,426,1
653,90,426,1
654,90,426,1
655,90,426,1
656,90,426,1
657,90,426,1
658,90,426,1
659,90,426,1
660,90,426,1
661,90,426,1
662,90,426,1
663,90,426,1
664,90,426,1
665,90,426,1
666,90,426,1
667,90,426,1
668,90,426,1
669,90,426,1
670,90,426,1
671,90,426,1
672,90,426,1
673,90,426,1
674,90,426,1
675,90,426,1
676,90,426,1
677,89,426,1
678,89,426,1
679,89,426,1
680,89,426,1
681,89,426,1
682,89,426,1
683,89,426,1
684,89,426,1
685,89,426,1
686,89,426,1
687,89,426,1
688,89,426,1
689,89,426,1
690,89,426,1
691,89,426,1
692,88,426,1
693,88,426,1
694,88,426,1
695,88,426,1
696,88,426,1
697,88,426,1
698,88,426,1
699,88,426,1
700,88,426,1
701,88,426,1
702,87,426,1
703,87,426,1
704,87,426,1
705,87,426,1
706,87,426,1
707,87,426,1
708,87,426,1
709,87,426,1
710,87,426,1
711,86,426,1
712,86,426,1
713,86,426,1
714,86,426,1
715,86,426,1
716,86,426,1
717,86,426,1
718,86,426,1
719,85,426,1
720,85,426,1
721,85,426,1
722,85,426,1
723,85,426,1
724,85,426,1
725,85,426,1
726,85,426,1
727,84,426,1
728,84,426,1
729,84,426,1
730,84,426,1
731,84,426,1
732,84,426,1
733,84,426,1
734,84,426,1
735,83,426,1
736,83,426,1
737,83,426,1
738,83,426,1
739,83,426,1
740,83,426,1
741,83,426,1
742,82,426,1
743,82,426,1
744,82,426,1
745,82,426,1
746,82,426,1
747,82,426,1
748,82,426,1
749,81,426,1
750,81,426,1
751,81,426,1
752,81,426,1
753,81,426,1
754,81,426,1
755,81,426,1
756,81,426,1
757,80,426,1
758,80,426,1
759,80,426,1
760,80,426,1
761,80,426,1
762,80,426,1
763,80,426,1
764,80,426,1
765,80,426,1
766,80,426,1
767,80,426,1
768,79,426,1
769,79,426,1
770,79,426,1
771,79,426,1
772,79,426,1
773,79,426,1
774,79,426,1
775,79,426,1
776,79,426,1
777,79,426,1
778,79,426,1
779,79,426,1
780,79,426,1
781,79,426,1
782,79,426,1
783,79,426,1
784,79,426,1
785,79,426,1
786,79,426,1
787,79,426,1
788,79,426,1
789,79,426,1
790,79,426,1
791,79,426,1
792,79,426,1
793,79,426,1
794,79,426,1
795,79,426,1
796,79,426,1
797,79,426,1
798,79,426,1
799,79,426,1
800,79,426,1
801,79,426,1
802,79,426,1
803,79,426,1
804,79,426,1
805,79,426,1
806,79,426,1
807,79,426,1
808,79,426,1
809,79,426,1
810,79,426,1
811,79,426,1
812,79,426,1
813,79,426,1
814,79,426,1
815,79,426,1
816,79,426,1
817,79,426,1
818,79,426,1
819,79,426,1
820,79,426,1
821,79,426,1
822,79,426,1
823,79,426,1
824,79,426,1
825,79,426,1
826,79,426,1
827,79,426,1
828,79,426,1
829,79,426,1
830,79,426,1
831,79,426,1
832,79,426,1
833,79,426,1
834,79,426,1
835,79,426,1
836,79,426,1
837,79,426,1
838,79,426,1
839,79,426,1
840,79,426,1
841,79,426,1
842,79,426,1
843,79,426,1
844,80,426,1
845,80,426,1
846,80,426,1
847,80,426,1
848,80,426,1
849,80,426,1
850,80,426,1
851,80,426,1
852,80,426,1
853,80,426,1
854,80,426,1
855,80,426,1
856,80,426,1
857,80,426,1
858,80,426,1
859,81,426,1
860,81,426,1
861,81,426,1
862,81,426,1
863,81,426,1
864,81,426,1
865,81,426,1
866,81,426,1
867,81,426,1
868,81,426,1
869,82,426,1
870,82,426,1
871,82,426,1
872,82,426,1
873,82,426,1
874,82,426,1
875,82,426,1
876,82,426,1
877,82,426,1
878,82,426,1
879,83,426,1
880,83,426,1
881,83,426,1
882,83,426,1
883,83,426,1
884,83,426,1
885,83,426,1
886,83,426,1
887,83,426,1
888,83,426,1
889,83,426,1
890,83,426,1
891,84,426,1
892,84,426,1
893,84,426,1
894,84,426,1
895,84,426,1
896,84,426,1
897,84,426,1
898,84,426,1
899,84,426,1
900,84,426,1
901,84,426,1
902,84,426,1
903,84,426,1
904,84,426,1
905,84,426,1
906,84,426,1
907,84,426,1
908,84,426,1
909,84,426,1
910,84,426,1
911,84,426,1
912,84,426,1
913,84,426,1
914,84,426,1
915,84,426,1
916,84,426,1
917,84,426,1
918,84,426,1
919,84,426,1
920,84,426,1
921,84,426,1
922,84,426,1
923,84,426,1
924,84,426,1
925,84,426,1
926,84,426,1
927,84,426,1
928,84,426,1
929,84,426,1
930,84,426,1
931,84,426,1
932,84,426,1
933,84,426,1
934,84,426,1
935,84,426,1
936,84,426,1
937,83,426,1
938,83,426,1
939,83,426,1
940,83,426,1
941,83,426,1
942,83,426,1
943,83,426,1
944,83,426,1
945,83,426,1
946,83,426,1
947,83,426,1
948,83,426,1
949,83,426,1
950,83,426,1
951,83,426,1
952,83,426,1
953,83,426,1
954,83,426,1
955,83,426,1
956,83,426,1
957,82,426,1
958,82,426,1
959,82,426,1
960,82,426,1
961,82,426,1
962,82,426,1
963,82,426,1
964,82,426,1
965,82,426,1
966,82,426,1
967,82,426,1
968,82,426,1
969,82,426,1
970,82,426,1
971,82,426,1
972,82,426,1
973,82,426,1
974,82,426,1
975,82,426,1
976,82,426,1
977,82,426,1
978,82,426,1
979,82,426,1
980,82,426,1
981,82,426,1
982,82,426,1
983,82,426,1
984,82,426,1
985,82,426,1
986,82,426,1
987,82,426,1
988,82,426,1
989,82,426,1
990,82,426,1
991,82,426,1
992,82,426,1
993,82,426,1
994,82,426,1
995,82,426,1
996,82,426,1
997,82,426,1
998,82,426,1
999,82,426,1
1000,82,426,1
1001,82,426,1
1002,82,426,1
1003,82,426,1
1004,82,426,1
1005,82,426,1
1006,82,426,1
1007,82,426,1
1008,82,426,1
1009,82,426,1
1010,82,426,1
1011,82,426,1
1012,82,426,1
1013,82,426,1
1014,82,426,1
1015,82,426,1
1016,82,426,1
1017,82,426,1
1018,82,426,1
1019,82,426,1
1020,82,426,1
1021,82,426,1
1022,82,426,1
1023,82,426,1
1024,82,426,1
1025,82,426,1
1026,82,426,1
1027,82,426,1
1028,82,426,1
1029,82,426,1
1030,82,426,1
1031,82,426,1
1032,82,426,1
1033,82,426,1
1034,82,426,1
1035,82,426,1
1036,82,426,1
1037,82,426,1
1038,82,426,1
1039,82,426,1
1040,82,426,1
1041,82,426,1
1042,82,426,1
1043,82,426,1
1044,82,426,1
1045,82,426,1
1046,82,426,1
1047,82,426,1
1048,82,426,1
1049,82,426,1
1050,82,426,1
1051,82,426,1
1052,82,426,1
1053,82,426,1
1054,82,426,1
1055,82,426,1
1056,82,426,1
1057,82,426,1
1058,82,426,1
1059,82,426,1
1060,82,426,1
1061,82,426,1
1062,82,426,1
1063,82,426,1
1064,82,426,1
1065,82,426,1
1066,82,426,1
1067,82,426,1
1068,82,426,1
1069,82,426,1
1070,82,426,1
1071,82,426,1
1072,82,426,1
1073,82,426,1
1074,82,426,1
1075,82,426,1
1076,82,426,1
1077,82,426,1
1078,82,426,1
1079,82,426,1
1080,83,426,1
1081,83,426,1
1082,83,426,1
1083,83,426,1
1084,83,426,1
1085,83,426,1
1086,83,426,1
1087,83,426,1
1088,83,426,1
1089,83,426,1
1090,83,426,1
1091,83,426,1
1092,83,426,1
1093,83,426,1
1094,83,426,1
1095,83,426,1
1096,83,426,1
1097,83,426,1
1098,83,426,1
1099,83,426,1
1100,83,426,1
1101,83,426,1
1102,83,426,1
1103,83,426,1
1104,83,426,1
1105,83,426,1
1106,83,426,1
1107,83,426,1
1108,83,426,1
1109,83,426,1
1110,83,426,1
1111,83,426,1
1112,83,426,1
1113,84,426,1
1114,84,426,1
1115,84,426,1
1116,84,426,1
1117,84,426,1
1118,84,426,1
1119,84,426,1
1120,84,426,1
1121,84,426,1
1122,84,426,1
1123,84,426,1
1124,84,426,1
1125,84,426,1
1126,84,426,1
1127,84,426,1
1128,84,426,1
1129,84,426,1
1130,84,426,1
1131,84,426,1
1132,84,426,1
1133,84,426,1
1134,84,426,1
1135,84,426,1
1136,84,426,1
1137,84,426,1
1138,84,426,1
1139,84,426,1
1140,84,426,1
1141,84,426,1
1142,84,426,1
1143,84,426,1
1144,84,426,1
1145,84,426,1
1146,84,426,1
1147,84,426,1
1148,84,426,1
1149,84,426,1
1150,84,426,1
1151,84,426,1
1152,84,426,1
1153,84,426,1
1154,84,426,1
1155,84,426,1
1156,84,426,1
1157,84,426,1
1158,84,426,1
1159,84,426,1
1160,84,426,1
1161,84,426,1
1162,84,426,1
1163,84,426,1
1164,84,426,1
1165,84,426,1
1166,84,426,1
1167,84,426,1
1168,84,426,1
1169,84,426,1
1170,84,426,1
1171,84,426,1
1172,84,426,1
1173,84,426,1
1174,84,426,1
1175,84,426,1
1176,84,426,1
1177,84,426,1
1178,84,426,1
1179,84,426,1
1180,84,426,1
1181,84,426,1
1182,84,426,1
1183,84,426,1
1184,84,426,1
1185,84,426,1
1186,84,426,1
1187,84,426,1
1188,84,426,1
1189,84,426,1
1190,84,426,1
1191,84,426,1
1192,84,426,1
1193,84,426,1
1194,84,426,1
1195,84,426,1
1196,84,426,1
1197,84,426,1
1198,84,426,1
1199,84,426,1
1200,84,426,1
1201,84,426,1
1202,84,426,1
1203,84,426,1
1204,83,426,1
1205,83,426,1
1206,83,426,1
1207,83,426,1
1208,83,426,1
1209,83,426,1
1210,83,426,1
1211,83,426,1
1212,83,426,1
1213,83,426,1
1214,83,426,1
1215,83,426,1
1216,83,426,1
1217,83,426,1
1218,83,426,1
1219,83,426,1
1220,83,426,1
1221,83,426,1
1222,83,426,1
1223,84,426,1
1224,84,426,1
1225,84,426,1
1226,84,426,1
1227,84,426,1
1228,84,426,1
1229,84,426,1
1230,84,426,1
1231,84,426,1
1232,84,426,1
1233,84,426,1
1234,84,426,1
1235,84,426,1
1236,84,426,1
1237,84,426,1
1238,84,426,1
1239,84,426,1
1240,84,426,1
1241,84,426,1
1242,84,426,1
1243,84,426,1
1244,84,426,1
1245,84,426,1
1246,84,426,1
1247,84,426,1
1248,84,426,1
1249,84,426,1
1250,84,426,1
1251,84,426,1
1252,84,426,1
1253,84,426,1
1254,84,426,1
1255,84,426,1
1256,84,426,1
1257,84,426,1
1258,84,426,1
1259,84,426,1
1260,84,426,1
1261,84,426,1
1262,84,426,1
1263,84,426,1
1264,84,426,1
1265,84,426,1
1266,84,426,1
1267,84,426,1
1268,84,426,1
1269,84,426,1
1270,84,426,1
1271,84,426,1
1272,84,426,1
1273,84,426,1
1274,84,426,1
1275,84,426,1
1276,84,426,1
1277,84,426,1
1278,84,426,1
1279,84,426,1
1280,84,426,1
1281,84,426,1
1282,84,426,1
1283,83,426,1
1284,83,426,1
1285,83,426,1
1286,83,426,1
1287,83,426,1
1288,83,426,1
1289,83,426,1
1290,83,426,1
1291,83,426,1
1292,83,426,1
1293,83,426,1
1294,83,426,1
1295,83,426,1
1296,83,426,1
1297,83,426,1
1298,83,426,1
1299,83,426,1
1300,83,426,1
1301,83,426,1
1302,83,426,1
1303,82,426,1
1304,82,426,1
1305,82,426,1
1306,82,426,1
1307,82,426,1
1308,82,426,1
1309,82,426,1
1310,82,426,1
1311,82,426,1
1312,82,426,1
1313,82,426,1
1314,82,426,1
1315,82,426,1
1316,82,426,1
1317,82,426,1
1318,82,426,1
1319,82,426,1
1320,82,426,1
1321,82,426,1
1322,82,426,1
1323,82,426,1
1324,82,426,1
1325,82,426,1
1326,82,426,1
1327,82,426,1
1328,82,426,1
1329,82,426,1
1330,82,426,1
1331,82,426,1
1332,82,426,1
1333,82,426,1
1334,82,426,1
1335,82,426,1
1336,82,426,1
1337,82,426,1
1338,82,426,1
1339,82,426,1
1340,82,426,1
1341,82,426,1
1342,82,426,1
1343,82,426,1
1344,82,426,1
1345,82,426,1
1346,82,426,1
1347,82,426,1
1348,82,426,1
1349,82,426,1
1350,82,426,1
1351,82,426,1
1352,82,426,1
1353,82,426,1
1354,82,426,1
1355,82,426,1
1356,82,426,1
1357,82,426,1
1358,82,426,1
1359,82,426,1
1360,82,426,1
1361,82,426,1
1362,82,426,1
1363,82,426,1
1364,82,426,1
1365,82,426,1
1366,82,426,1
1367,82,426,1
1368,82,426,1
1369,82,426,1
1370,82,426,1
1371,82,426,1
1372,82,426,1
1373,82,426,1
1374,82,426,1
1375,82,426,1
1376,82,426,1
1377,82,426,1
1378,82,426,1
1379,82,426,1
1380,82,426,1
1381,82,426,1
1382,82,426,1
1383,82,426,1
1384,82,426,1
1385,82,426,1
1386,82,426,1
1387,82,426,1
1388,82,426,1
1389,82,426,1
1390,82,426,1
1391,82,426,1
1392,82,426,1
1393,82,426,1
1394,82,426,1
1395,82,426,1
1396,82,426,1
1397,82,426,1
1398,82,426,1
1399,82,426,1
1400,82,426,1
1401,82,426,1
1402,82,426,1
1403,82,426,1
1404,82,426,1
1405,82,426,1
1406,82,426,1
1407,82,426,1
1408,82,426,1
1409,82,426,1
1410,82,426,1
1411,82,426,1
1412,82,426,1
1413,82,426,1
1414,82,426,1
1415,82,426,1
1416,82,426,1
1417,82,426,1
1418,82,426,1
1419,82,426,1
1420,82,426,1
1421,82,426,1
1422,82,426,1
1423,82,426,1
1424,82,426,1
1425,82,426,1
1426,82,426,1
1427,82,426,1
1428,82,426,1
1429,82,426,1
1430,82,426,1
1431,82,426,1
1432,82,426,1
1433,82,426,1
1434,82,426,1
1435,82,426,1
1436,82,426,1
1437,82,426,1
1438,82,426,1
1439,82,426,1
1440,82,426,1
1441,82,426,1
1442,82,426,1
1443,82,426,1
1444,82,426,1
1445,82,426,1
1446,82,426,1
1447,82,426,1
1448,82,426,1
1449,82,426,1
1450,82,426,1
1451,82,426,1
1452,82,426,1
1453,82,426,1
1454,82,426,1
1455,82,426,1
1456,82,426,1
1457,82,426,1
1458,82,426,1
1459,82,426,1
1460,82,426,1
1461,82,426,1
1462,82,426,1
1463,82,426,1
1464,82,426,1
1465,82,426,1
1466,82,426,1
1467,82,426,1
1468,82,426,1
1469,82,426,1
1470,82,426,1
1471,82,426,1
1472,82,426,1
1473,82,426,1
1474,82,426,1
1475,82,426,1
1476,82,426,1
1477,82,426,1
1478,82,426,1
1479,82,426,1
1480,82,426,1
1481,82,426,1
1482,82,426,1
1483,82,426,1
1484,82,426,1
1485,82,426,1
1486,82,426,1
1487,82,426,1
1488,82,426,1
1489,82,426,1
1490,82,426,1
1491,82,426,1
1492,82,426,1
1493,82,426,1
1494,82,426,1
1495,82,426,1
1496,82,426,1
1497,82,426,1
1498,82,426,1
1499,82,426,1
1500,82,426,1
1501,82,426,1
1502,82,426,1
1503,82,426,1
1504,82,426,1
1505,82,426,1
1506,82,426,1
1507,82,426,1
1508,82,426,1
1509,82,426,1
1510,82,426,1
1511,82,426,1
1512,82,426,1
1513,82,426,1
1514,82,426,1
1515,82,426,1
1516,82,426,1
1517,82,426,1
1518,82,426,1
1519,82,426,1
1520,82,426,1
1521,82,426,1
1522,82,426,1
1523,82,426,1
1524,82,426,1
1525,82,426,1
1526,82,426,1
1527,82,426,1
1528,82,426,1
1529,82,426,1
1530,82,426,1
1531,82,426,1
1532,82,426,1
1533,82,426,1
1534,82,426,1
1535,82,426,1
1536,82,426,1
1537,82,426,1
1538,82,426,1
1539,82,426,1
1540,82,426,1
1541,82,426,1
1542,82,426,1
1543,82,426,1
1544,82,426,1
1545,82,426,1
1546,82,426,1
1547,82,426,1
1548,82,426,1
1549,82,426,1
1550,82,426,1
1551,82,426,1
1552,82,426,1
1553,82,426,1
1554,82,426,1
1555,82,426,1
1556,82,426,1
1557,82,426,1
1558,82,426,1
1559,82,426,1
1560,82,426,1
1561,82,426,1
1562,82,426,1
1563,82,426,1
1564,82,426,1
1565,82,426,1
1566,82,426,1
1567,82,426,1
1568,82,426,1
1569,82,426,1
1570,82,426,1
1571,82,426,1
1572,82,426,1
1573,82,426,1
1574,82,426,1
1575,82,426,1
1576,82,426,1
1577,82,426,1
1578,82,426,1
1579,82,426,1
1580,82,426,1
1581,82,426,1
1582,82,426,1
1583,82,426,1
1584,82,426,1
1585,82,426,1
1586,82,426,1
1587,82,426,1
1588,82,426,1
1589,82,426,1
1590,82,426,1
1591,82,426,1
1592,82,426,1
1593,82,426,1
1594,82,426,1
1595,82,426,1
1596,82,426,1
1597,82,426,1
1598,82,426,1
1599,82,426,1
1600,82,426,1
1601,82,426,1
1602,82,426,1
1603,82,426,1
1604,82,426,1
1605,82,426,1
1606,82,426,1
1607,82,426,1
1608,82,426,1
1609,82,426,1
1610,82,426,1
1611,82,426,1
1612,82,426,1
1613,82,426,1
1614,82,426,1
1615,82,426,1
1616,82,426,1
1617,82,426,1
1618,82,426,1
1619,82,426,1
1620,82,426,1
1621,82,426,1
1622,82,426,1
1623,83,426,1
1624,83,426,1
1625,83,426,1
1626,83,426,1
1627,83,426,1
1628,83,426,1
1629,83,426,1
1630,83,426,1
1631,84,426,1
1632,84,426,1
1633,84,426,1
1634,84,426,1
1635,84,426,1
1636,84,426,1
1637,84,426,1
1638,85,426,1
1639,85,426,1
1640,85,426,1
1641,85,426,1
1642,85,426,1
1643,85,426,1
1644,86,426,1
1645,86,426,1
1646,86,426,1
1647,86,426,1
1648,86,426,1
1649,87,426,1
1650,87,426,1
1651,87,426,1
1652,87,426,1
1653,87,426,1
1654,88,426,1
1655,88,426,1
1656,88,426,1
1657,88,426,1
1658,88,426,1
1659,88,426,1
1660,89,426,1
1661,89,426,1
1662,89,426,1
1663,89,426,1
1664,89,426,1
1665,90,426,1
1666,90,426,1
1667,90,426,1
1668,90,426,1
1669,90,426,1
1670,90,426,1
1671,91,426,1
1672,91,426,1
1673,91,426,1
1674,91,426,1
1675,91,426,1
1676,91,426,1
1677,91,426,1
1678,92,426,1
1679,92,426,1
1680,92,426,1
1681,92,426,1
1682,92,426,1
1683,92,426,1
1684,93,426,1
1685,93,426,1
1686,93,426,1
1687,93,426,1
1688,93,426,1
1689,93,426,1
1690,93,426,1
1691,93,426,1
1692,94,426,1
1693,94,426,1
1694,94,426,1
1695,94,426,1
1696,94,426,1
1697,94,426,1
1698,94,426,1
1699,94,426,1
1700,94,426,1
1701,94,426,1
1702,94,426,1
1703,95,426,1
1704,95,426,1
1705,95,426,1
1706,95,426,1
1707,95,426,1
1708,95,426,1
1709,95,426,1
1710,95,426,1
1711,95,426,1
1712,95,426,1
1713,95,426,1
1714,95,426,1
1715,95,426,1
1716,95,426,1
1717,95,426,1
1718,95,426,1
1719,95,426,1
1720,95,426,1
1721,96,426,1
1722,96,426,1
1723,96,426,1
1724,96,426,1
1725,96,426,1
1726,96,426,1
1727,96,426,1
1728,96,426,1
1729,96,426,1
1730,96,426,1
1731,96,426,1
1732,96,426,1
1733,96,426,1
1734,96,426,1
1735,96,426,1
1736,96,426,1
1737,96,426,1
1738,96,426,1
1739,96,426,1
1740,96,426,1
1741,96,426,1
1742,96,426,1
1743,96,426,1
1744,96,426,1
1745,96,426,1
1746,96,426,1
1747,96,426,1
1748,96,426,1
1749,96,426,1
1750,96,426,1
1751,96,426,1
1752,96,426,1
1753,96,426,1
1754,97,426,1
1755,97,426,1
1756,97,426,1
1757,97,426,1
1758,97,426,1
1759,97,426,1
1760,97,426,1
1761,97,426,1
1762,97,426,1
1763,97,426,1
1764,97,426,1
1765,97,426,1
1766,97,426,1
1767,97,426,1
1768,97,426,1
1769,97,426,1
1770,97,426,1
1771,97,426,1
1772,97,426,1
1773,97,426,1
1774,97,426,1
1775,97,426,1
1776,97,426,1
1777,97,426,1
1778,97,426,1
1779,97,426,1
1780,97,426,1
1781,97,426,1
1782,97,426,1
1783,97,426,1
1784,97,426,1
1785,97,426,1
1786,97,426,1
1787,97,426,1
1788,97,426,1
1789,97,426,1
1790,97,426,1
1791,97,426,1
1792,97,426,1
1793,97,426,1
1794,97,426,1
1795,97,426,1
1796,97,426,1
1797,97,426,1
1798,97,426,1
1799,97,426,1
1800,97,426,1
1801,97,426,1
1802,97,426,1
1803,97,426,1
1804,97,426,1
1805,97,426,1
1806,97,426,1
1807,97,426,1
1808,98,426,1
1809,98,426,1
1810,98,426,1
1811,98,426,1
1812,98,426,1
1813,98,426,1
1814,98,426,1
1815,98,426,1
1816,98,426,1
1817,98,426,1
1818,98,426,1
1819,98,426,1
1820,98,426,1
1821,98,426,1
1822,98,426,1
1823,98,426,1
1824,98,426,1
1825,98,426,1
1826,98,426,1
1827,98,426,1
1828,98,426,1
1829,98,426,1
1830,98,426,1
1831,98,426,1
1832,98,426,1
1833,98,426,1
1834,98,426,1
1835,98,426,1
1836,98,426,1
1837,98,426,1
1838,98,426,1
1839,98,426,1
1840,98,426,1
1841,98,426,1
1842,98,426,1
1843,98,426,1
1844,98,426,1
1845,98,426,1
1846,98,426,1
1847,98,426,1
1848,98,426,1
1849,98,426,1
1850,98,426,1
1851,98,426,1
1852,98,426,1
1853,98,426,1
1854,98,426,1
1855,98,426,1
1856,98,426,1
1857,98,426,1
1858,98,426,1
1859,98,426,1
1860,98,426,1
1861,98,426,1
1862,98,426,1
239,85,427,1
240,85,427,1
241,85,427,1
242,85,427,1
243,85,427,1
244,85,427,1
245,85,427,1
246,85,427,1
247,85,427,1
248,85,427,1
249,85,427,1
250,85,427,1
251,85,427,1
252,85,427,1
253,85,427,1
254,85,427,1
